Year,Region,Crop,Season,Yield_kg_per_ha,Area_ha,Production_tonnes,Rainfall_mm,Avg_Temp_C,Fertilizer_kg_per_ha
2019,Chhattisgarh,Wheat,Rabi,2372.8,2984.7,7082.1,30.0,19.7,143.7
2019,Chhattisgarh,Wheat,Zaid,541.0,2764.1,1495.38,93.5,28.9,160.4
2019,Chhattisgarh,Maize,Kharif,2205.3,1950.8,4302.1,803.4,30.5,119.7
2019,Chhattisgarh,Maize,Rabi,1562.3,1880.6,2938.06,108.8,20.0,169.3
2019,Chhattisgarh,Maize,Zaid,1782.3,2015.9,3592.94,30.0,27.7,137.9
2019,Chhattisgarh,Cotton,Kharif,405.8,1316.2,534.11,896.2,31.7,140.5
2019,Chhattisgarh,Cotton,Rabi,245.2,1479.0,362.65,256.2,12.3,142.0
2019,Chhattisgarh,Sugarcane,Kharif,64903.5,800.6,51961.74,899.9,31.9,156.8
2019,Chhattisgarh,Sugarcane,Rabi,53872.8,614.0,33077.9,30.0,20.5,116.8
2019,Chhattisgarh,Sugarcane,Zaid,56688.3,656.1,37193.19,86.2,33.0,149.9
2019,Chhattisgarh,Pulses,Kharif,601.1,1224.5,736.05,885.6,28.8,176.4
2019,Chhattisgarh,Pulses,Rabi,790.7,1145.2,905.51,31.5,20.2,130.7
2019,Chhattisgarh,Pulses,Zaid,538.0,1428.3,768.43,88.0,22.9,176.4
2019,Chhattisgarh,Soybean,Kharif,983.6,816.9,803.5,789.9,23.4,171.6
2019,Chhattisgarh,Groundnut,Kharif,1230.6,834.2,1026.57,1054.7,28.4,122.8
2019,Chhattisgarh,Groundnut,Rabi,1265.9,824.8,1044.11,270.9,21.1,154.8
2019,Chhattisgarh,Groundnut,Zaid,1012.3,799.6,809.44,75.9,31.3,123.8
2020,Punjab,Rice,Kharif,3814.8,6558.8,25020.51,904.6,24.6,135.2
2020,Punjab,Rice,Rabi,1274.2,5719.7,7288.04,30.0,19.4,105.9
2020,Punjab,Rice,Zaid,1812.5,6370.8,11547.08,166.1,31.7,154.6
2020,Punjab,Wheat,Kharif,733.5,6071.7,4453.59,773.2,31.6,91.6
2020,Punjab,Wheat,Rabi,4351.4,5282.3,22985.4,147.9,18.4,95.8
2020,Punjab,Wheat,Zaid,1067.0,5112.1,5454.61,108.2,31.1,135.1
2020,Punjab,Maize,Kharif,3775.5,3479.6,13137.23,882.1,24.5,68.2
2020,Punjab,Maize,Rabi,2677.9,3129.6,8380.76,261.8,20.7,159.5
2020,Punjab,Maize,Zaid,3360.8,2841.0,9548.03,32.2,30.3,170.7
2020,Punjab,Cotton,Kharif,710.5,2423.4,1721.83,833.7,29.1,134.5
2020,Punjab,Cotton,Rabi,420.9,2813.1,1184.03,46.2,22.5,133.2
2020,Punjab,Sugarcane,Kharif,107162.7,1122.4,120279.41,790.2,28.3,111.7
2020,Punjab,Sugarcane,Rabi,88853.1,1461.5,129858.81,37.9,18.2,152.9
2020,Punjab,Sugarcane,Zaid,86291.5,1395.4,120411.16,77.7,24.7,154.2
2020,Punjab,Pulses,Kharif,1108.2,2648.5,2935.07,1043.2,23.2,169.1
2020,Punjab,Pulses,Rabi,1555.3,2564.0,3987.79,55.2,21.1,206.6
2020,Punjab,Pulses,Zaid,875.9,2464.7,2158.83,132.2,25.5,142.2
2020,Punjab,Soybean,Kharif,1516.6,1565.5,2374.24,616.3,26.7,190.3
2020,Punjab,Groundnut,Kharif,2680.4,1469.8,3939.65,767.3,28.1,121.8
2020,Punjab,Groundnut,Rabi,2060.1,1255.1,2585.63,230.0,16.1,155.1
2020,Punjab,Groundnut,Zaid,1699.9,1376.1,2339.23,79.2,28.4,180.6
2020,Haryana,Rice,Kharif,3330.4,6616.4,22035.26,829.8,26.9,152.8
2020,Haryana,Rice,Rabi,1248.4,6424.7,8020.6,117.4,20.6,138.1
2020,Haryana,Rice,Zaid,1607.8,5237.0,8420.05,375.4,31.1,152.6
2020,Haryana,Wheat,Kharif,740.7,5714.9,4233.03,804.5,28.3,104.0
2020,Haryana,Wheat,Rabi,4621.7,5132.8,23722.26,66.5,21.6,153.4
2020,Haryana,Wheat,Zaid,1000.8,5065.7,5069.75,104.7,29.5,118.8
2020,Haryana,Maize,Kharif,3369.2,3215.2,10832.65,932.4,27.2,152.1
2020,Haryana,Maize,Rabi,2349.1,3247.2,7628.0,78.7,15.1,150.6
2020,Haryana,Maize,Zaid,3416.3,2541.1,8681.16,34.6,28.6,146.0
2020,Haryana,Cotton,Kharif,675.1,2317.4,1564.48,850.5,24.8,150.7
2020,Haryana,Cotton,Rabi,401.8,2135.2,857.92,198.9,18.1,133.3
2020,Haryana,Sugarcane,Kharif,109963.1,1327.1,145932.03,867.9,28.6,131.2
2020,Haryana,Sugarcane,Rabi,94459.6,1301.7,122958.06,96.4,23.4,148.8
2020,Haryana,Sugarcane,Zaid,86327.5,1302.6,112450.2,30.0,21.6,124.8
2020,Haryana,Pulses,Kharif,1213.7,2007.6,2436.62,848.2,29.6,119.0
2020,Haryana,Pulses,Rabi,1433.6,2015.7,2889.71,87.1,22.8,131.9
2020,Haryana,Pulses,Zaid,883.5,2018.5,1783.34,241.7,27.7,170.6
2020,Haryana,Soybean,Kharif,1496.6,1406.4,2104.82,860.8,24.5,169.7
2020,Haryana,Groundnut,Kharif,2100.5,1191.3,2502.33,866.1,26.8,153.1
2020,Haryana,Groundnut,Rabi,1832.0,1376.6,2521.93,182.2,18.4,188.5
2020,Haryana,Groundnut,Zaid,1514.3,1135.1,1718.88,65.8,31.1,107.1
2020,Uttar Pradesh,Rice,Kharif,2851.4,5195.0,14813.02,903.4,29.2,134.0
2020,Uttar Pradesh,Rice,Rabi,1065.6,4372.3,4659.12,272.0,12.9,83.1
2020,Uttar Pradesh,Rice,Zaid,1370.3,4772.4,6539.62,208.0,26.4,137.7
2020,Uttar Pradesh,Wheat,Kharif,578.5,3904.2,2258.58,865.2,26.7,158.8
2020,Uttar Pradesh,Wheat,Rabi,3668.2,4562.4,16735.8,145.4,15.2,167.1
2020,Uttar Pradesh,Wheat,Zaid,761.9,4647.4,3540.85,184.6,29.0,123.9
2020,Uttar Pradesh,Maize,Kharif,2752.7,2232.6,6145.68,857.3,27.9,132.4
2020,Uttar Pradesh,Maize,Rabi,2149.4,2272.8,4885.16,30.0,21.2,118.4
2020,Uttar Pradesh,Maize,Zaid,2562.3,2487.7,6374.23,191.9,27.7,135.8
2020,Uttar Pradesh,Cotton,Kharif,545.4,1720.8,938.52,943.0,29.0,169.1
2020,Uttar Pradesh,Cotton,Rabi,345.5,2175.6,751.67,171.4,18.6,165.0
2020,Uttar Pradesh,Sugarcane,Kharif,66011.3,935.6,61760.17,904.2,32.4,131.2
2020,Uttar Pradesh,Sugarcane,Rabi,81662.3,973.2,79473.75,138.4,22.8,172.9
2020,Uttar Pradesh,Sugarcane,Zaid,81939.8,912.0,74729.1,179.4,25.1,140.8
2020,Uttar Pradesh,Pulses,Kharif,910.6,1840.4,1675.87,657.8,28.4,153.8
2020,Uttar Pradesh,Pulses,Rabi,1247.7,1830.8,2284.29,255.6,17.7,135.4
2020,Uttar Pradesh,Pulses,Zaid,657.6,1520.1,999.62,30.0,26.7,122.7
2020,Uttar Pradesh,Soybean,Kharif,1121.4,1363.9,1529.48,843.4,25.3,123.3
2020,Uttar Pradesh,Groundnut,Kharif,1783.3,937.5,1671.84,850.5,27.1,121.2
2020,Uttar Pradesh,Groundnut,Rabi,1618.5,1104.2,1787.15,227.2,19.1,135.5
2020,Uttar Pradesh,Groundnut,Zaid,1283.0,1138.6,1460.82,104.5,27.0,120.1
2020,Madhya Pradesh,Rice,Kharif,2520.4,4266.7,10753.79,851.7,26.8,123.7
2020,Madhya Pradesh,Rice,Rabi,794.2,4160.9,3304.59,30.0,18.8,152.7
2020,Madhya Pradesh,Rice,Zaid,1042.2,4690.3,4888.23,191.6,28.4,124.6
2020,Madhya Pradesh,Wheat,Kharif,464.1,3484.2,1617.02,877.4,21.5,122.0
2020,Madhya Pradesh,Wheat,Rabi,3078.9,3882.0,11952.29,41.0,19.5,135.8
2020,Madhya Pradesh,Wheat,Zaid,742.3,3460.5,2568.73,212.6,27.7,140.5
2020,Madhya Pradesh,Maize,Kharif,2665.0,2160.6,5758.0,868.7,29.1,155.9
2020,Madhya Pradesh,Maize,Rabi,1765.1,1865.6,3292.97,60.4,17.9,134.8
2020,Madhya Pradesh,Maize,Zaid,2129.2,2138.4,4553.08,30.0,22.1,158.3
2020,Madhya Pradesh,Cotton,Kharif,496.8,1887.3,937.61,953.0,26.1,184.4
2020,Madhya Pradesh,Cotton,Rabi,268.5,1610.6,432.45,193.5,17.2,175.8
2020,Madhya Pradesh,Sugarcane,Kharif,72914.4,946.7,69028.06,889.1,27.6,160.3
2020,Madhya Pradesh,Sugarcane,Rabi,70097.4,822.0,57620.06,30.0,22.8,159.5
2020,Madhya Pradesh,Sugarcane,Zaid,59094.2,769.5,45472.99,238.6,24.7,134.6
2020,Madhya Pradesh,Pulses,Kharif,783.5,1362.4,1067.44,912.4,28.1,136.0
2020,Madhya Pradesh,Pulses,Rabi,968.0,1324.7,1282.31,217.1,12.9,119.9
2020,Madhya Pradesh,Pulses,Zaid,625.5,1458.3,912.17,249.2,33.7,128.4
2020,Madhya Pradesh,Soybean,Kharif,1070.8,978.4,1047.67,758.3,29.6,140.2
2020,Madhya Pradesh,Groundnut,Kharif,1514.8,816.3,1236.53,841.2,24.7,131.0
2020,Madhya Pradesh,Groundnut,Rabi,1194.6,1064.0,1271.05,91.6,20.1,131.7
2020,Madhya Pradesh,Groundnut,Zaid,1268.2,1087.9,1379.67,149.6,23.4,102.8
2020,Rajasthan,Rice,Kharif,1995.7,3145.8,6278.07,686.9,33.2,195.8
2020,Rajasthan,Rice,Rabi,753.9,3447.3,2598.92,160.1,14.8,118.2
2020,Rajasthan,Rice,Zaid,877.2,4001.1,3509.76,50.8,22.1,158.7
2020,Rajasthan,Wheat,Kharif,370.8,2914.2,1080.59,869.1,27.4,198.4
2020,Rajasthan,Wheat,Rabi,2618.3,3025.7,7922.19,192.0,14.3,152.4
2020,Rajasthan,Wheat,Zaid,543.0,2942.3,1597.67,111.5,23.4,146.0
2020,Rajasthan,Maize,Kharif,2123.6,1906.5,4048.64,991.5,28.9,130.2
2020,Rajasthan,Maize,Rabi,1470.5,1600.6,2353.68,92.5,17.6,110.7
2020,Rajasthan,Maize,Zaid,1762.4,1903.2,3354.2,151.2,22.7,171.5
2020,Rajasthan,Cotton,Kharif,360.5,1514.3,545.91,797.7,28.7,79.5
2020,Rajasthan,Cotton,Rabi,286.3,1558.0,446.06,98.4,17.8,147.1
2020,Rajasthan,Sugarcane,Kharif,59838.5,717.5,42934.12,901.6,31.5,134.9
2020,Rajasthan,Sugarcane,Rabi,54008.9,704.2,38033.07,200.3,20.0,144.9
2020,Rajasthan,Sugarcane,Zaid,52051.3,741.5,38596.04,88.9,30.9,167.5
2020,Rajasthan,Pulses,Kharif,638.6,1195.1,763.19,790.2,26.1,161.6
2020,Rajasthan,Pulses,Rabi,940.9,1171.1,1101.89,161.0,19.5,157.9
2020,Rajasthan,Pulses,Zaid,495.3,1348.7,668.01,72.5,31.6,157.7
2020,Rajasthan,Soybean,Kharif,903.7,820.5,741.49,935.6,25.5,139.4
2020,Rajasthan,Groundnut,Kharif,1135.6,678.4,770.39,719.4,25.6,132.3
2020,Rajasthan,Groundnut,Rabi,973.8,681.0,663.16,137.1,22.4,140.1
2020,Rajasthan,Groundnut,Zaid,950.1,680.1,646.16,126.6,23.2,120.9
2020,Maharashtra,Rice,Kharif,2147.6,4516.9,9700.49,774.8,27.5,157.5
2020,Maharashtra,Rice,Rabi,834.6,4110.7,3430.79,170.7,19.9,109.0
2020,Maharashtra,Rice,Zaid,1139.7,3963.4,4517.09,142.2,25.4,148.4
2020,Maharashtra,Wheat,Kharif,473.1,3442.9,1628.84,930.3,33.4,171.0
2020,Maharashtra,Wheat,Rabi,3070.8,3225.3,9904.25,80.7,20.5,154.0
2020,Maharashtra,Wheat,Zaid,673.0,3517.2,2367.08,229.6,29.2,127.3
2020,Maharashtra,Maize,Kharif,2454.6,1893.0,4646.56,708.5,29.0,116.3
2020,Maharashtra,Maize,Rabi,1627.7,1888.1,3073.26,121.2,17.0,143.9
2020,Maharashtra,Maize,Zaid,2200.8,1912.4,4208.81,50.6,27.2,120.6
2020,Maharashtra,Cotton,Kharif,477.1,1563.3,745.85,810.9,28.8,144.8
2020,Maharashtra,Cotton,Rabi,300.6,1595.1,479.49,109.0,17.8,189.5
2020,Maharashtra,Sugarcane,Kharif,75572.5,878.6,66398.0,743.8,30.9,170.9
2020,Maharashtra,Sugarcane,Rabi,64710.8,777.8,50332.06,135.8,18.6,132.9
2020,Maharashtra,Sugarcane,Zaid,59589.1,793.2,47266.07,131.2,28.0,155.0
2020,Maharashtra,Pulses,Kharif,697.1,1343.4,936.48,666.3,23.8,104.6
2020,Maharashtra,Pulses,Rabi,1130.3,1626.7,1838.66,94.4,19.9,111.5
2020,Maharashtra,Pulses,Zaid,608.7,1346.5,819.61,113.9,30.9,180.1
2020,Maharashtra,Soybean,Kharif,986.3,1154.2,1138.39,816.6,25.4,168.1
2020,Maharashtra,Groundnut,Kharif,1387.2,978.8,1357.79,981.4,28.6,136.3
2020,Maharashtra,Groundnut,Rabi,1242.6,798.0,991.59,30.0,18.1,114.9
2020,Maharashtra,Groundnut,Zaid,1193.8,786.1,938.45,78.9,23.4,111.7
2020,Karnataka,Rice,Kharif,2551.0,4589.3,11707.3,638.9,35.2,159.6
2020,Karnataka,Rice,Rabi,970.2,5382.0,5221.62,99.0,24.1,145.4
2020,Karnataka,Rice,Zaid,1390.8,5111.9,7109.63,62.1,29.3,140.5
2020,Karnataka,Wheat,Kharif,565.1,3535.4,1997.85,897.3,30.9,121.4
2020,Karnataka,Wheat,Rabi,2931.4,3836.5,11246.32,140.4,18.5,141.3
2020,Karnataka,Wheat,Zaid,764.7,4325.6,3307.79,139.5,21.2,116.6
2020,Karnataka,Maize,Kharif,2728.7,2121.7,5789.48,835.6,27.7,98.9
2020,Karnataka,Maize,Rabi,1919.0,2003.6,3844.91,252.9,19.6,141.3
2020,Karnataka,Maize,Zaid,2340.5,2119.7,4961.16,68.0,26.9,132.1
2020,Karnataka,Cotton,Kharif,564.6,1934.4,1092.16,894.6,29.0,130.8
2020,Karnataka,Cotton,Rabi,294.4,1988.7,585.47,246.2,15.6,108.6
2020,Karnataka,Sugarcane,Kharif,76443.7,936.5,71589.53,887.3,29.0,155.5
2020,Karnataka,Sugarcane,Rabi,67803.6,1074.8,72875.31,107.5,13.2,144.6
2020,Karnataka,Sugarcane,Zaid,80099.5,824.9,66074.08,120.5,30.5,124.6
2020,Karnataka,Pulses,Kharif,1020.6,1646.1,1680.01,698.4,23.7,133.3
2020,Karnataka,Pulses,Rabi,1151.7,1912.2,2202.28,167.1,18.1,148.3
2020,Karnataka,Pulses,Zaid,628.4,1727.2,1085.37,30.0,28.6,123.5
2020,Karnataka,Soybean,Kharif,1222.7,1357.3,1659.57,851.5,27.7,108.9
2020,Karnataka,Groundnut,Kharif,1610.8,1094.3,1762.7,916.5,25.1,151.8
2020,Karnataka,Groundnut,Rabi,1668.2,1049.7,1751.11,148.4,19.9,134.8
2020,Karnataka,Groundnut,Zaid,1352.3,962.5,1301.59,30.0,30.6,128.7
2020,Andhra Pradesh,Rice,Kharif,2576.9,4756.0,12255.74,871.3,27.9,127.8
2020,Andhra Pradesh,Rice,Rabi,943.5,4552.2,4295.0,147.1,20.2,135.5
2020,Andhra Pradesh,Rice,Zaid,1271.7,4703.2,5981.06,225.7,28.7,143.8
2020,Andhra Pradesh,Wheat,Kharif,559.0,3928.1,2195.81,897.0,25.9,159.8
2020,Andhra Pradesh,Wheat,Rabi,3062.8,4296.8,13160.24,191.4,15.9,125.1
2020,Andhra Pradesh,Wheat,Zaid,694.1,3536.3,2454.55,122.6,26.8,157.2
2020,Andhra Pradesh,Maize,Kharif,2908.0,2330.8,6777.97,896.8,29.6,205.9
2020,Andhra Pradesh,Maize,Rabi,1885.8,2271.3,4283.22,196.6,17.4,163.0
2020,Andhra Pradesh,Maize,Zaid,2420.7,2374.2,5747.23,240.9,29.2,106.9
2020,Andhra Pradesh,Cotton,Kharif,512.4,2151.1,1102.22,767.9,20.2,145.0
2020,Andhra Pradesh,Cotton,Rabi,343.3,1846.1,633.77,152.3,21.1,158.5
2020,Andhra Pradesh,Sugarcane,Kharif,74609.3,1081.6,80697.42,883.8,22.7,148.0
2020,Andhra Pradesh,Sugarcane,Rabi,72831.9,863.5,62890.35,113.5,20.1,76.0
2020,Andhra Pradesh,Sugarcane,Zaid,68470.3,914.8,62636.63,38.1,30.0,111.3
2020,Andhra Pradesh,Pulses,Kharif,952.9,1687.9,1608.4,887.0,24.8,110.0
2020,Andhra Pradesh,Pulses,Rabi,1295.1,1562.9,2024.11,166.4,20.4,133.7
2020,Andhra Pradesh,Pulses,Zaid,638.3,1775.0,1132.98,233.8,26.2,145.7
2020,Andhra Pradesh,Soybean,Kharif,1375.3,1166.7,1604.56,880.6,29.3,175.0
2020,Andhra Pradesh,Groundnut,Kharif,1857.3,1014.1,1883.49,729.8,30.9,160.1
2020,Andhra Pradesh,Groundnut,Rabi,1558.0,1082.9,1687.16,43.5,19.8,135.4
2020,Andhra Pradesh,Groundnut,Zaid,1382.1,1149.4,1588.59,191.0,30.4,138.1
2020,Tamil Nadu,Rice,Kharif,2973.6,5586.9,16613.21,923.9,30.5,124.6
2020,Tamil Nadu,Rice,Rabi,995.7,4791.4,4770.8,32.0,21.2,163.4
2020,Tamil Nadu,Rice,Zaid,1442.9,5034.3,7263.99,127.0,24.7,130.3
2020,Tamil Nadu,Wheat,Kharif,603.7,4108.3,2480.18,917.9,27.8,151.4
2020,Tamil Nadu,Wheat,Rabi,3884.0,4660.9,18102.94,39.9,19.5,141.2
2020,Tamil Nadu,Wheat,Zaid,806.4,4534.9,3656.94,67.2,27.3,146.7
2020,Tamil Nadu,Maize,Kharif,3044.6,2387.5,7268.98,960.9,26.6,118.4
2020,Tamil Nadu,Maize,Rabi,2173.1,2591.7,5632.02,88.6,16.1,159.3
2020,Tamil Nadu,Maize,Zaid,2730.1,2710.0,7398.57,274.8,26.9,143.6
2020,Tamil Nadu,Cotton,Kharif,483.9,1899.1,918.97,882.7,31.7,102.1
2020,Tamil Nadu,Cotton,Rabi,374.9,1958.3,734.17,50.5,16.4,97.3
2020,Tamil Nadu,Sugarcane,Kharif,76418.9,873.9,66782.48,948.9,29.6,136.2
2020,Tamil Nadu,Sugarcane,Rabi,85895.3,1048.0,90018.27,211.7,16.9,106.8
2020,Tamil Nadu,Sugarcane,Zaid,72672.4,940.8,68370.19,140.8,26.5,98.3
2020,Tamil Nadu,Pulses,Kharif,856.3,2045.0,1751.13,856.2,27.3,116.9
2020,Tamil Nadu,Pulses,Rabi,1345.4,1750.5,2355.12,202.8,14.7,98.5
2020,Tamil Nadu,Pulses,Zaid,650.8,1782.9,1160.31,67.0,25.2,114.9
2020,Tamil Nadu,Soybean,Kharif,1284.9,1385.8,1780.61,855.5,27.7,144.6
2020,Tamil Nadu,Groundnut,Kharif,1867.6,1161.5,2169.22,785.0,24.1,160.7
2020,Tamil Nadu,Groundnut,Rabi,1703.5,1189.4,2026.14,30.0,13.3,163.2
2020,Tamil Nadu,Groundnut,Zaid,1445.0,1243.0,1796.13,30.0,29.7,148.5
2020,West Bengal,Rice,Kharif,2585.4,4867.0,12583.14,743.9,25.4,182.4
2020,West Bengal,Rice,Rabi,946.6,4250.0,4023.05,99.5,19.7,138.4
2020,West Bengal,Rice,Zaid,1357.3,4161.1,5647.86,93.3,25.4,136.5
2020,West Bengal,Wheat,Kharif,535.9,3799.3,2036.04,865.2,26.7,99.8
2020,West Bengal,Wheat,Rabi,3766.3,4036.1,15201.16,230.5,20.4,115.7
2020,West Bengal,Wheat,Zaid,752.4,3310.6,2490.9,165.4,25.6,122.7
2020,West Bengal,Maize,Kharif,2551.4,1949.5,4973.95,783.5,33.1,132.5
2020,West Bengal,Maize,Rabi,2100.8,1962.0,4121.77,199.8,19.5,151.8
2020,West Bengal,Maize,Zaid,2319.1,2042.2,4736.07,179.4,32.3,157.0
2020,West Bengal,Cotton,Kharif,508.7,1598.3,813.06,987.0,30.0,134.8
2020,West Bengal,Cotton,Rabi,338.2,1708.7,577.88,309.1,20.4,133.3
2020,West Bengal,Sugarcane,Kharif,81346.3,905.4,73650.94,901.3,24.0,157.3
2020,West Bengal,Sugarcane,Rabi,68278.1,902.2,61600.5,257.6,19.6,144.6
2020,West Bengal,Sugarcane,Zaid,65870.9,786.3,51794.29,30.0,28.1,92.0
2020,West Bengal,Pulses,Kharif,859.0,1841.1,1581.5,794.8,28.8,130.6
2020,West Bengal,Pulses,Rabi,1294.6,1514.6,1960.8,38.5,17.2,133.0
2020,West Bengal,Pulses,Zaid,663.9,1785.8,1185.59,147.2,25.9,148.2
2020,West Bengal,Soybean,Kharif,1072.0,1132.2,1213.72,760.6,36.8,171.1
2020,West Bengal,Groundnut,Kharif,1519.0,1120.5,1702.04,744.2,26.0,165.1
2020,West Bengal,Groundnut,Rabi,1350.3,1021.7,1379.6,30.0,17.3,118.7
2020,West Bengal,Groundnut,Zaid,1273.7,926.3,1179.83,358.8,29.3,161.2
2020,Odisha,Rice,Kharif,2122.8,4110.0,8724.71,863.2,34.2,111.7
2020,Odisha,Rice,Rabi,812.5,3456.9,2808.73,45.9,14.9,158.6
2020,Odisha,Rice,Zaid,1056.8,3436.4,3631.59,259.6,25.9,108.5
2020,Odisha,Wheat,Kharif,430.3,3248.6,1397.87,825.3,23.7,155.0
2020,Odisha,Wheat,Rabi,2767.6,2972.4,8226.41,72.6,21.1,192.2
2020,Odisha,Wheat,Zaid,543.8,3269.6,1778.01,30.0,31.3,166.4
2020,Odisha,Maize,Kharif,2272.0,1820.6,4136.4,746.2,29.0,163.1
2020,Odisha,Maize,Rabi,1461.2,1929.3,2819.09,126.9,17.0,120.3
2020,Odisha,Maize,Zaid,1980.7,1705.2,3377.49,55.5,30.6,134.1
2020,Odisha,Cotton,Kharif,420.5,1492.9,627.76,734.1,27.9,120.9
2020,Odisha,Cotton,Rabi,299.4,1616.6,484.01,196.7,18.8,184.0
2020,Odisha,Sugarcane,Kharif,64552.3,843.8,54469.23,881.1,21.7,135.3
2020,Odisha,Sugarcane,Rabi,58424.7,692.3,40447.42,234.4,15.6,138.4
2020,Odisha,Sugarcane,Zaid,61716.8,857.2,52903.64,83.4,27.2,163.5
2020,Odisha,Pulses,Kharif,741.4,1183.2,877.22,853.5,26.2,145.3
2020,Odisha,Pulses,Rabi,1041.9,1332.9,1388.75,80.6,14.8,122.8
2020,Odisha,Pulses,Zaid,478.2,1184.0,566.19,30.0,26.2,84.9
2020,Odisha,Soybean,Kharif,1021.5,1083.9,1107.2,952.0,27.4,192.8
2020,Odisha,Groundnut,Kharif,1424.4,739.4,1053.2,971.0,29.4,176.4
2020,Odisha,Groundnut,Rabi,1283.6,927.3,1190.28,183.1,14.6,141.4
2020,Odisha,Groundnut,Zaid,1127.4,911.8,1027.96,242.1,26.7,128.0
2020,Bihar,Rice,Kharif,2216.2,4445.0,9851.01,887.1,29.6,176.0
2020,Bihar,Rice,Rabi,858.9,4053.6,3481.64,144.8,14.9,149.9
2020,Bihar,Rice,Zaid,1223.1,3687.9,4510.67,102.6,26.1,114.8
2020,Bihar,Wheat,Kharif,428.3,3268.6,1399.94,795.0,28.0,162.6
2020,Bihar,Wheat,Rabi,2710.9,3666.9,9940.6,241.5,21.3,154.9
2020,Bihar,Wheat,Zaid,674.3,3107.3,2095.25,32.1,28.5,153.8
2020,Bihar,Maize,Kharif,2158.5,1756.5,3791.41,778.4,25.0,157.5
2020,Bihar,Maize,Rabi,1454.4,2030.1,2952.58,169.4,19.7,155.6
2020,Bihar,Maize,Zaid,1893.1,1696.9,3212.4,166.6,25.2,175.9
2020,Bihar,Cotton,Kharif,420.2,1469.8,617.61,844.7,29.0,100.9
2020,Bihar,Cotton,Rabi,273.2,1499.9,409.77,98.9,20.0,132.7
2020,Bihar,Sugarcane,Kharif,62995.0,810.2,51038.55,901.6,30.3,155.3
2020,Bihar,Sugarcane,Rabi,57137.6,678.5,38767.86,100.5,21.6,125.1
2020,Bihar,Sugarcane,Zaid,51343.0,828.7,42547.94,171.2,29.9,173.2
2020,Bihar,Pulses,Kharif,761.9,1434.8,1093.17,937.3,30.9,148.3
2020,Bihar,Pulses,Rabi,1108.9,1615.3,1791.21,260.4,16.9,179.1
2020,Bihar,Pulses,Zaid,511.7,1293.5,661.88,242.6,30.1,144.0
2020,Bihar,Soybean,Kharif,980.7,1064.8,1044.25,894.8,29.9,162.1
2020,Bihar,Groundnut,Kharif,1387.4,868.1,1204.4,859.9,31.6,169.3
2020,Bihar,Groundnut,Rabi,1316.0,792.2,1042.54,107.2,23.9,140.1
2020,Bihar,Groundnut,Zaid,1162.4,820.7,953.98,227.3,29.2,114.5
2020,Gujarat,Rice,Kharif,2597.8,5493.5,14271.01,879.9,34.0,126.7
2020,Gujarat,Rice,Rabi,1039.0,4428.5,4601.21,147.4,19.6,173.3
2020,Gujarat,Rice,Zaid,1502.7,5645.1,8482.89,160.0,28.1,154.0
2020,Gujarat,Wheat,Kharif,486.4,3916.0,1904.74,826.3,23.0,153.5
2020,Gujarat,Wheat,Rabi,3823.1,4491.7,17172.22,181.2,16.6,136.2
2020,Gujarat,Wheat,Zaid,823.3,3825.4,3149.45,83.9,30.8,146.5
2020,Gujarat,Maize,Kharif,3145.1,2310.8,7267.7,913.9,29.9,119.9
2020,Gujarat,Maize,Rabi,2261.3,2907.4,6574.5,69.5,18.9,141.9
2020,Gujarat,Maize,Zaid,2817.9,2197.9,6193.46,110.4,26.5,135.1
2020,Gujarat,Cotton,Kharif,559.3,1803.6,1008.75,790.3,26.0,122.4
2020,Gujarat,Cotton,Rabi,311.7,1822.2,567.98,101.5,17.2,134.0
2020,Gujarat,Sugarcane,Kharif,84750.4,966.2,81885.84,888.4,26.2,166.3
2020,Gujarat,Sugarcane,Rabi,74678.3,920.0,68704.04,59.1,15.7,107.6
2020,Gujarat,Sugarcane,Zaid,74389.5,945.1,70305.52,134.5,26.9,148.3
2020,Gujarat,Pulses,Kharif,1029.2,1649.5,1697.67,819.6,27.9,118.8
2020,Gujarat,Pulses,Rabi,1352.6,2007.7,2715.62,30.0,18.7,113.4
2020,Gujarat,Pulses,Zaid,651.4,1908.4,1243.13,121.4,27.7,95.6
2020,Gujarat,Soybean,Kharif,1293.1,1299.9,1680.9,783.4,24.4,82.0
2020,Gujarat,Groundnut,Kharif,1963.3,1207.7,2371.08,981.3,29.4,149.2
2020,Gujarat,Groundnut,Rabi,1700.7,1267.3,2155.3,30.0,14.4,127.5
2020,Gujarat,Groundnut,Zaid,1587.7,1147.4,1821.73,114.0,31.7,138.4
2020,Telangana,Rice,Kharif,2631.5,4374.2,11510.71,820.7,26.4,90.9
2020,Telangana,Rice,Rabi,893.4,4090.2,3654.18,147.6,23.7,180.6
2020,Telangana,Rice,Zaid,1425.2,4135.3,5893.63,107.3,21.7,161.6
2020,Telangana,Wheat,Kharif,481.9,3880.8,1870.16,882.2,26.2,119.1
2020,Telangana,Wheat,Rabi,3149.6,4171.3,13137.93,76.9,19.1,135.2
2020,Telangana,Wheat,Zaid,723.0,3393.0,2453.14,155.6,31.7,127.2
2020,Telangana,Maize,Kharif,2538.5,2237.5,5679.89,831.6,29.2,151.7
2020,Telangana,Maize,Rabi,1917.8,2015.5,3865.33,41.8,19.2,132.3
2020,Telangana,Maize,Zaid,2128.8,1870.4,3981.71,49.1,28.9,149.4
